source,pin,surface,feature,target,implementation,pathExists,declaredDisposition,behaviorEvidence,workflowEvidence,liveVerifiedThisAudit
figma-mcp-rust,6094566436577b29d04393c774d51492c12671e1,canonical-tool-mapping,bind_variable_to_node,bind_variable_to_node,packages/mcp/src/tools/bind-variable-to-node.ts,True,adapter,Not a full behavioral parity attestation; see source audit,Guide mention only,False
figwright,a835e81b575eab2c9265a67f9353c89b848f81ca,canonical-tool-mapping,bind_variable_to_node,bind_variable_to_node,packages/mcp/src/tools/bind-variable-to-node.ts,True,adapter,Not a full behavioral parity attestation; see source audit,Guide mention only,False
figwright,a835e81b575eab2c9265a67f9353c89b848f81ca,canonical-tool-mapping,bind_variable_to_paint,bind_variable_to_paint,packages/mcp/src/tools/bind-variable-to-paint.ts,True,native,Not a full behavioral parity attestation; see source audit,Guide mention only,False
figwright,a835e81b575eab2c9265a67f9353c89b848f81ca,canonical-tool-mapping,rename_variable,rename_variable,packages/mcp/src/tools/rename-variable.ts,True,native,Not a full behavioral parity attestation; see source audit,No inspected entry/guide mention,False
figwright,a835e81b575eab2c9265a67f9353c89b848f81ca,canonical-tool-mapping,set_variable_code_syntax,set_variable_code_syntax,packages/mcp/src/tools/set-variable-code-syntax.ts,True,native,Not a full behavioral parity attestation; see source audit,Guide mention only,False
figma-mcp-rust,6094566436577b29d04393c774d51492c12671e1,canonical-tool-mapping,delete_variable,delete_variable,packages/mcp/src/tools/delete-variable.ts,True,adapter,Not a full behavioral parity attestation; see source audit,Guide mention only,False
figwright,a835e81b575eab2c9265a67f9353c89b848f81ca,canonical-tool-mapping,delete_variable,delete_variable,packages/mcp/src/tools/delete-variable.ts,True,adapter,Not a full behavioral parity attestation; see source audit,Guide mention only,False
figwright,a835e81b575eab2c9265a67f9353c89b848f81ca,canonical-tool-mapping,delete_variable_collection,delete_variable_collection,packages/mcp/src/tools/delete-variable-collection.ts,True,native,Not a full behavioral parity attestation; see source audit,Guide mention only,False
figma-mcp-rust,6094566436577b29d04393c774d51492c12671e1,canonical-tool-mapping,group_nodes,group_nodes,packages/mcp/src/tools/group-nodes.ts,True,adapter,Not a full behavioral parity attestation; see source audit,No inspected entry/guide mention,False
figwright,a835e81b575eab2c9265a67f9353c89b848f81ca,canonical-tool-mapping,group_nodes,group_nodes,packages/mcp/src/tools/group-nodes.ts,True,adapter,Not a full behavioral parity attestation; see source audit,No inspected entry/guide mention,False
figma-mcp-rust,6094566436577b29d04393c774d51492c12671e1,canonical-tool-mapping,ungroup_nodes,ungroup_nodes,packages/mcp/src/tools/ungroup-nodes.ts,True,native,Not a full behavioral parity attestation; see source audit,No inspected entry/guide mention,False
figwright,a835e81b575eab2c9265a67f9353c89b848f81ca,canonical-tool-mapping,ungroup_nodes,ungroup_nodes,packages/mcp/src/tools/ungroup-nodes.ts,True,native,Not a full behavioral parity attestation; see source audit,No inspected entry/guide mention,False
figma-mcp-rust,6094566436577b29d04393c774d51492c12671e1,canonical-tool-mapping,reparent_nodes,reparent_nodes,packages/mcp/src/tools/reparent-nodes.ts,True,adapter,Not a full behavioral parity attestation; see source audit,No inspected entry/guide mention,False
figwright,a835e81b575eab2c9265a67f9353c89b848f81ca,canonical-tool-mapping,reparent_nodes,reparent_nodes,packages/mcp/src/tools/reparent-nodes.ts,True,adapter,Not a full behavioral parity attestation; see source audit,No inspected entry/guide mention,False
figma-mcp-rust,6094566436577b29d04393c774d51492c12671e1,canonical-tool-mapping,reorder_nodes,reorder_nodes,packages/mcp/src/tools/reorder-nodes.ts,True,adapter,Not a full behavioral parity attestation; see source audit,No inspected entry/guide mention,False
figwright,a835e81b575eab2c9265a67f9353c89b848f81ca,canonical-tool-mapping,reorder_nodes,reorder_nodes,packages/mcp/src/tools/reorder-nodes.ts,True,adapter,Not a full behavioral parity attestation; see source audit,No inspected entry/guide mention,False
figma-mcp-rust,6094566436577b29d04393c774d51492c12671e1,canonical-tool-mapping,find_replace_text,find_replace_text,packages/mcp/src/tools/find-replace-text.ts,True,adapter,Not a full behavioral parity attestation; see source audit,No inspected entry/guide mention,False
figwright,a835e81b575eab2c9265a67f9353c89b848f81ca,canonical-tool-mapping,find_replace_text,find_replace_text,packages/mcp/src/tools/find-replace-text.ts,True,adapter,Not a full behavioral parity attestation; see source audit,No inspected entry/guide mention,False
figma-mcp-rust,6094566436577b29d04393c774d51492c12671e1,canonical-tool-mapping,batch_rename_nodes,batch_rename_nodes,packages/mcp/src/tools/batch-rename-nodes.ts,True,adapter,Not a full behavioral parity attestation; see source audit,No inspected entry/guide mention,False
figwright,a835e81b575eab2c9265a67f9353c89b848f81ca,canonical-tool-mapping,batch_rename_nodes,batch_rename_nodes,packages/mcp/src/tools/batch-rename-nodes.ts,True,adapter,Not a full behavioral parity attestation; see source audit,No inspected entry/guide mention,False
figma-mcp-rust,6094566436577b29d04393c774d51492c12671e1,canonical-tool-mapping,add_page,add_page,packages/mcp/src/tools/add-page.ts,True,adapter,Not a full behavioral parity attestation; see source audit,No inspected entry/guide mention,False
figwright,a835e81b575eab2c9265a67f9353c89b848f81ca,canonical-tool-mapping,add_page,add_page,packages/mcp/src/tools/add-page.ts,True,adapter,Not a full behavioral parity attestation; see source audit,No inspected entry/guide mention,False
figma-mcp-rust,6094566436577b29d04393c774d51492c12671e1,canonical-tool-mapping,delete_page,delete_page,packages/mcp/src/tools/delete-page.ts,True,adapter,Not a full behavioral parity attestation; see source audit,No inspected entry/guide mention,False
figwright,a835e81b575eab2c9265a67f9353c89b848f81ca,canonical-tool-mapping,delete_page,delete_page,packages/mcp/src/tools/delete-page.ts,True,adapter,Not a full behavioral parity attestation; see source audit,No inspected entry/guide mention,False
figma-mcp-rust,6094566436577b29d04393c774d51492c12671e1,canonical-tool-mapping,rename_page,rename_page,packages/mcp/src/tools/rename-page.ts,True,adapter,Not a full behavioral parity attestation; see source audit,No inspected entry/guide mention,False
figwright,a835e81b575eab2c9265a67f9353c89b848f81ca,canonical-tool-mapping,rename_page,rename_page,packages/mcp/src/tools/rename-page.ts,True,adapter,Not a full behavioral parity attestation; see source audit,No inspected entry/guide mention,False
figma-mcp-rust,6094566436577b29d04393c774d51492c12671e1,canonical-tool-mapping,navigate_to_page,navigate_to_page,packages/mcp/src/tools/navigate-to-page.ts,True,adapter,Not a full behavioral parity attestation; see source audit,No inspected entry/guide mention,False
figwright,a835e81b575eab2c9265a67f9353c89b848f81ca,canonical-tool-mapping,navigate_to_page,navigate_to_page,packages/mcp/src/tools/navigate-to-page.ts,True,adapter,Not a full behavioral parity attestation; see source audit,No inspected entry/guide mention,False
figma-mcp-rust,6094566436577b29d04393c774d51492c12671e1,canonical-tool-mapping,set_reactions,set_reactions,packages/mcp/src/tools/set-reactions.ts,True,adapter,Not a full behavioral parity attestation; see source audit,No inspected entry/guide mention,False
figwright,a835e81b575eab2c9265a67f9353c89b848f81ca,canonical-tool-mapping,set_reactions,set_reactions,packages/mcp/src/tools/set-reactions.ts,True,adapter,Not a full behavioral parity attestation; see source audit,No inspected entry/guide mention,False
figma-mcp-rust,6094566436577b29d04393c774d51492c12671e1,canonical-tool-mapping,remove_reactions,remove_reactions,packages/mcp/src/tools/remove-reactions.ts,True,adapter,Not a full behavioral parity attestation; see source audit,No inspected entry/guide mention,False
figwright,a835e81b575eab2c9265a67f9353c89b848f81ca,canonical-tool-mapping,remove_reactions,remove_reactions,packages/mcp/src/tools/remove-reactions.ts,True,adapter,Not a full behavioral parity attestation; see source audit,No inspected entry/guide mention,False
figma-mcp-rust,6094566436577b29d04393c774d51492c12671e1,canonical-tool-mapping,swap_component,swap_component,packages/mcp/src/tools/swap-component.ts,True,adapter,Not a full behavioral parity attestation; see source audit,No inspected entry/guide mention,False
figwright,a835e81b575eab2c9265a67f9353c89b848f81ca,canonical-tool-mapping,swap_component,swap_component,packages/mcp/src/tools/swap-component.ts,True,adapter,Not a full behavioral parity attestation; see source audit,No inspected entry/guide mention,False
figwright,a835e81b575eab2c9265a67f9353c89b848f81ca,canonical-tool-mapping,set_instance_properties,set_instance_properties,packages/mcp/src/tools/set-instance-properties.ts,True,native,Not a full behavioral parity attestation; see source audit,Guide mention only,False
figwright,a835e81b575eab2c9265a67f9353c89b848f81ca,canonical-tool-mapping,add_component_property,add_component_property,packages/mcp/src/tools/add-component-property.ts,True,native,Not a full behavioral parity attestation; see source audit,Guide mention only,False
figwright,a835e81b575eab2c9265a67f9353c89b848f81ca,canonical-tool-mapping,bind_component_property,bind_component_property,packages/mcp/src/tools/bind-component-property.ts,True,native,Not a full behavioral parity attestation; see source audit,Guide mention only,False
figwright,a835e81b575eab2c9265a67f9353c89b848f81ca,canonical-tool-mapping,edit_component_property,edit_component_property,packages/mcp/src/tools/edit-component-property.ts,True,native,Not a full behavioral parity attestation; see source audit,Guide mention only,False
figwright,a835e81b575eab2c9265a67f9353c89b848f81ca,canonical-tool-mapping,delete_component_property,delete_component_property,packages/mcp/src/tools/delete-component-property.ts,True,native,Not a full behavioral parity attestation; see source audit,Guide mention only,False
figma-mcp-rust,6094566436577b29d04393c774d51492c12671e1,canonical-tool-mapping,detach_instance,detach_instance,packages/mcp/src/tools/detach-instance.ts,True,adapter,Not a full behavioral parity attestation; see source audit,No inspected entry/guide mention,False
figwright,a835e81b575eab2c9265a67f9353c89b848f81ca,canonical-tool-mapping,detach_instance,detach_instance,packages/mcp/src/tools/detach-instance.ts,True,adapter,Not a full behavioral parity attestation; see source audit,No inspected entry/guide mention,False
figma-mcp-rust,6094566436577b29d04393c774d51492c12671e1,canonical-tool-mapping,import_image,import_image,packages/mcp/src/tools/import-image.ts,True,adapter,Not a full behavioral parity attestation; see source audit,Guide mention only,False
figwright,a835e81b575eab2c9265a67f9353c89b848f81ca,canonical-tool-mapping,import_image,import_image,packages/mcp/src/tools/import-image.ts,True,adapter,Not a full behavioral parity attestation; see source audit,Guide mention only,False
figwright,a835e81b575eab2c9265a67f9353c89b848f81ca,canonical-tool-mapping,import_svg,import_svg,packages/mcp/src/tools/import-svg.ts,True,native,Not a full behavioral parity attestation; see source audit,Guide mention only,False
figma-mcp-rust,6094566436577b29d04393c774d51492c12671e1,canonical-tool-mapping,create_ellipse,create_ellipse,packages/mcp/src/tools/create-ellipse.ts,True,adapter,Not a full behavioral parity attestation; see source audit,No inspected entry/guide mention,False
figwright,a835e81b575eab2c9265a67f9353c89b848f81ca,canonical-tool-mapping,create_ellipse,create_ellipse,packages/mcp/src/tools/create-ellipse.ts,True,adapter,Not a full behavioral parity attestation; see source audit,No inspected entry/guide mention,False
figma-mcp-rust,6094566436577b29d04393c774d51492c12671e1,canonical-tool-mapping,create_component,create_component,packages/mcp/src/tools/create-component.ts,True,adapter,Not a full behavioral parity attestation; see source audit,Guide mention only,False
figwright,a835e81b575eab2c9265a67f9353c89b848f81ca,canonical-tool-mapping,create_component,create_component,packages/mcp/src/tools/create-component.ts,True,adapter,Not a full behavioral parity attestation; see source audit,Guide mention only,False
figma-mcp-rust,6094566436577b29d04393c774d51492c12671e1,canonical-tool-mapping,create_section,create_section,packages/mcp/src/tools/create-section.ts,True,adapter,Not a full behavioral parity attestation; see source audit,No inspected entry/guide mention,False
figwright,a835e81b575eab2c9265a67f9353c89b848f81ca,canonical-tool-mapping,create_section,create_section,packages/mcp/src/tools/create-section.ts,True,adapter,Not a full behavioral parity attestation; see source audit,No inspected entry/guide mention,False
figwright,a835e81b575eab2c9265a67f9353c89b848f81ca,canonical-tool-mapping,create_instance,create_instance,packages/mcp/src/tools/create-instance.ts,True,native,Not a full behavioral parity attestation; see source audit,Guide mention only,False
figwright,a835e81b575eab2c9265a67f9353c89b848f81ca,canonical-tool-mapping,combine_as_variants,combine_as_variants,packages/mcp/src/tools/combine-as-variants.ts,True,native,Not a full behavioral parity attestation; see source audit,Guide mention only,False
figwright,a835e81b575eab2c9265a67f9353c89b848f81ca,canonical-tool-mapping,apply_animation_style,apply_animation_style,packages/mcp/src/tools/apply-animation-style.ts,True,experimental-native,Not a full behavioral parity attestation; see source audit,Guide mention only,False
figwright,a835e81b575eab2c9265a67f9353c89b848f81ca,canonical-tool-mapping,remove_animation_style,remove_animation_style,packages/mcp/src/tools/remove-animation-style.ts,True,experimental-native,Not a full behavioral parity attestation; see source audit,No inspected entry/guide mention,False
figwright,a835e81b575eab2c9265a67f9353c89b848f81ca,canonical-tool-mapping,apply_manual_keyframe_track,apply_manual_keyframe_track,packages/mcp/src/tools/apply-manual-keyframe-track.ts,True,experimental-native,Not a full behavioral parity attestation; see source audit,Guide mention only,False
figwright,a835e81b575eab2c9265a67f9353c89b848f81ca,canonical-tool-mapping,remove_manual_keyframe_track,remove_manual_keyframe_track,packages/mcp/src/tools/remove-manual-keyframe-track.ts,True,experimental-native,Not a full behavioral parity attestation; see source audit,No inspected entry/guide mention,False
figwright,a835e81b575eab2c9265a67f9353c89b848f81ca,canonical-tool-mapping,set_timeline_duration,set_timeline_duration,packages/mcp/src/tools/set-timeline-duration.ts,True,experimental-native,Not a full behavioral parity attestation; see source audit,Guide mention only,False
figwright,a835e81b575eab2c9265a67f9353c89b848f81ca,canonical-tool-mapping,batch,batch,packages/mcp/src/tools/batch.ts,True,native,Not a full behavioral parity attestation; see source audit,Guide mention only,False
figma-mcp-rust,6094566436577b29d04393c774d51492c12671e1,canonical-tool-mapping,export_tokens,export_tokens,packages/mcp/src/tools/safe-union.ts,True,adapter,Targeted paint-style adoption tests passed; source wire format remains normalized,No inspected entry/guide mention,False
figma-mcp-rust,6094566436577b29d04393c774d51492c12671e1,canonical-tool-mapping,export_frames_to_pdf,export_frames_to_pdf,packages/mcp/src/tools/safe-union.ts,True,adapter,Not a full behavioral parity attestation; see source audit,No inspected entry/guide mention,False
figmosha2,547cefb4c90abaa1da68db5455b921cbf3f8a5b9,canonical-tool-mapping,doctor,doctor,packages/mcp/src/tools/safe-union.ts,True,native,Not a full behavioral parity attestation; see source audit,No inspected entry/guide mention,False
figmosha2,547cefb4c90abaa1da68db5455b921cbf3f8a5b9,canonical-tool-mapping,import_library_variable,import_library_variable,packages/plugin/src/handlers/import-library-variable.ts,True,adapter,Not a full behavioral parity attestation; see source audit,No inspected entry/guide mention,False
figmosha2,547cefb4c90abaa1da68db5455b921cbf3f8a5b9,figmoshaHelpers,bF,bind_variable_to_paint(target=fills); automatic variable lookup/import recipe pending,packages/mcp/src/tools/bind-variable-to-paint.ts,True,alias,See 20-helper/12-parser semantic audit; a related primitive is not an installed alias,Not a measured runtime invocation,False
figmosha2,547cefb4c90abaa1da68db5455b921cbf3f8a5b9,figmoshaHelpers,bS,bind_variable_to_paint(target=strokes); automatic variable lookup/import recipe pending,packages/mcp/src/tools/bind-variable-to-paint.ts,True,alias,See 20-helper/12-parser semantic audit; a related primitive is not an installed alias,Not a measured runtime invocation,False
figmosha2,547cefb4c90abaa1da68db5455b921cbf3f8a5b9,figmoshaHelpers,bN,bind_variable_to_node,packages/mcp/src/tools/bind-variable-to-node.ts,True,alias,See 20-helper/12-parser semantic audit; a related primitive is not an installed alias,Not a measured runtime invocation,False
figmosha2,547cefb4c90abaa1da68db5455b921cbf3f8a5b9,figmoshaHelpers,findByName,Related primitive: search_nodes; first exact case-sensitive descendant adapter pending,packages/mcp/src/tools/search-nodes.ts,True,alias,See 20-helper/12-parser semantic audit; a related primitive is not an installed alias,Not a measured runtime invocation,False
figmosha2,547cefb4c90abaa1da68db5455b921cbf3f8a5b9,figmoshaHelpers,findAllByName,Related primitive: search_nodes; all exact case-sensitive descendants adapter pending,packages/mcp/src/tools/search-nodes.ts,True,alias,See 20-helper/12-parser semantic audit; a related primitive is not an installed alias,Not a measured runtime invocation,False
figmosha2,547cefb4c90abaa1da68db5455b921cbf3f8a5b9,figmoshaHelpers,dumpTree,Related primitive: get_design_context; simplified dumpTree renderer not exposed,packages/mcp/src/tools/get-design-context.ts,True,alias,See 20-helper/12-parser semantic audit; a related primitive is not an installed alias,Not a measured runtime invocation,False
figmosha2,547cefb4c90abaa1da68db5455b921cbf3f8a5b9,figmoshaHelpers,withFonts,range-aware typography preflight,packages/plugin/src/handlers/set-text.ts,True,native,See 20-helper/12-parser semantic audit; a related primitive is not an installed alias,Not a measured runtime invocation,False
figmosha2,547cefb4c90abaa1da68db5455b921cbf3f8a5b9,figmoshaHelpers,setText,set_text / set_text_range,packages/mcp/src/tools/set-text.ts,True,alias,See 20-helper/12-parser semantic audit; a related primitive is not an installed alias,Not a measured runtime invocation,False
figmosha2,547cefb4c90abaa1da68db5455b921cbf3f8a5b9,figmoshaHelpers,cloneNext,clone_node + set_position primitives; directional clone recipe pending,packages/mcp/src/tools/clone-node.ts,True,alias,See 20-helper/12-parser semantic audit; a related primitive is not an installed alias,Not a measured runtime invocation,False
figmosha2,547cefb4c90abaa1da68db5455b921cbf3f8a5b9,figmoshaHelpers,variant,set_instance_properties,packages/mcp/src/tools/set-instance-properties.ts,True,alias,See 20-helper/12-parser semantic audit; a related primitive is not an installed alias,Not a measured runtime invocation,False
figmosha2,547cefb4c90abaa1da68db5455b921cbf3f8a5b9,figmoshaHelpers,variantsOf,get_component_api inspection; current/all variant recipe pending,packages/mcp/src/tools/get-component-api.ts,True,alias,See 20-helper/12-parser semantic audit; a related primitive is not an installed alias,Not a measured runtime invocation,False
figmosha2,547cefb4c90abaa1da68db5455b921cbf3f8a5b9,figmoshaHelpers,sel,get_selection,packages/mcp/src/tools/get-selection.ts,True,alias,See 20-helper/12-parser semantic audit; a related primitive is not an installed alias,Not a measured runtime invocation,False
figmosha2,547cefb4c90abaa1da68db5455b921cbf3f8a5b9,figmoshaHelpers,hex,Paint input schema only; hex conversion helper not exposed,packages/mcp/src/tools/paint-schema.ts,True,alias,See 20-helper/12-parser semantic audit; a related primitive is not an installed alias,Not a measured runtime invocation,False
figmosha2,547cefb4c90abaa1da68db5455b921cbf3f8a5b9,figmoshaHelpers,solid,Paint input schema only; solid paint builder helper not exposed,packages/mcp/src/tools/paint-schema.ts,True,alias,See 20-helper/12-parser semantic audit; a related primitive is not an installed alias,Not a measured runtime invocation,False
figmosha2,547cefb4c90abaa1da68db5455b921cbf3f8a5b9,figmoshaHelpers,frame,Frame/layout/fill primitives available; dependent-result frame recipe pending,packages/mcp/src/tools/batch.ts,True,alias,See 20-helper/12-parser semantic audit; a related primitive is not an installed alias,Not a measured runtime invocation,False
figmosha2,547cefb4c90abaa1da68db5455b921cbf3f8a5b9,figmoshaHelpers,resolve,Node ID normalization only; page/selection/typed target resolver pending,packages/mcp/src/node-id.ts,True,native,See 20-helper/12-parser semantic audit; a related primitive is not an installed alias,Not a measured runtime invocation,False
figmosha2,547cefb4c90abaa1da68db5455b921cbf3f8a5b9,figmoshaHelpers,node,get_node,packages/mcp/src/tools/get-node.ts,True,alias,See 20-helper/12-parser semantic audit; a related primitive is not an installed alias,Not a measured runtime invocation,False
figmosha2,547cefb4c90abaa1da68db5455b921cbf3f8a5b9,figmoshaHelpers,var_,Explicit local IDs and library import; automatic variable resolution recipe pending,packages/mcp/src/tools/safe-union.ts,True,adapter,See 20-helper/12-parser semantic audit; a related primitive is not an installed alias,Not a measured runtime invocation,False
figmosha2,547cefb4c90abaa1da68db5455b921cbf3f8a5b9,figmoshaHelpers,importComp,create_instance(componentKey) or swap_component(componentKey),packages/mcp/src/tools/create-instance.ts,True,alias,See 20-helper/12-parser semantic audit; a related primitive is not an installed alias,Not a measured runtime invocation,False
figmosha2,547cefb4c90abaa1da68db5455b921cbf3f8a5b9,figmoshaHelpers,importVar,import_library_variable; call through the generic tool interface,packages/mcp/src/tools/safe-union.ts,True,adapter,See 20-helper/12-parser semantic audit; a related primitive is not an installed alias,Not a measured runtime invocation,False
figmosha2,547cefb4c90abaa1da68db5455b921cbf3f8a5b9,figmoshaCliParsers,status,ping summary,packages/mcp/src/tools/ping.ts,True,alias,See 20-helper/12-parser semantic audit; a related primitive is not an installed alias,Not a measured runtime invocation,False
figmosha2,547cefb4c90abaa1da68db5455b921cbf3f8a5b9,figmoshaCliParsers,doctor,doctor tool diagnostics; standalone parser and extended workflow pending,packages/mcp/src/tools/safe-union.ts,True,native,See 20-helper/12-parser semantic audit; a related primitive is not an installed alias,Not a measured runtime invocation,False
figmosha2,547cefb4c90abaa1da68db5455b921cbf3f8a5b9,figmoshaCliParsers,sel,get_selection,packages/mcp/src/tools/get-selection.ts,True,alias,See 20-helper/12-parser semantic audit; a related primitive is not an installed alias,Not a measured runtime invocation,False
figmosha2,547cefb4c90abaa1da68db5455b921cbf3f8a5b9,figmoshaCliParsers,exec,expert execution capability,,False,rejected,See 20-helper/12-parser semantic audit; a related primitive is not an installed alias,Not a measured runtime invocation,False
figmosha2,547cefb4c90abaa1da68db5455b921cbf3f8a5b9,figmoshaCliParsers,tree,get_design_context,packages/mcp/src/tools/get-design-context.ts,True,alias,See 20-helper/12-parser semantic audit; a related primitive is not an installed alias,Not a measured runtime invocation,False
figmosha2,547cefb4c90abaa1da68db5455b921cbf3f8a5b9,figmoshaCliParsers,find,search_nodes,packages/mcp/src/tools/search-nodes.ts,True,alias,See 20-helper/12-parser semantic audit; a related primitive is not an installed alias,Not a measured runtime invocation,False
figmosha2,547cefb4c90abaa1da68db5455b921cbf3f8a5b9,figmoshaCliParsers,text,set_text/set_text_range,packages/mcp/src/tools/set-text.ts,True,alias,See 20-helper/12-parser semantic audit; a related primitive is not an installed alias,Not a measured runtime invocation,False
figmosha2,547cefb4c90abaa1da68db5455b921cbf3f8a5b9,figmoshaCliParsers,variant,set_instance_properties,packages/mcp/src/tools/set-instance-properties.ts,True,alias,See 20-helper/12-parser semantic audit; a related primitive is not an installed alias,Not a measured runtime invocation,False
figmosha2,547cefb4c90abaa1da68db5455b921cbf3f8a5b9,figmoshaCliParsers,clone,clone_node+set_position,packages/mcp/src/tools/clone-node.ts,True,alias,See 20-helper/12-parser semantic audit; a related primitive is not an installed alias,Not a measured runtime invocation,False
figmosha2,547cefb4c90abaa1da68db5455b921cbf3f8a5b9,figmoshaCliParsers,rm,delete_nodes,packages/mcp/src/tools/delete-nodes.ts,True,alias,See 20-helper/12-parser semantic audit; a related primitive is not an installed alias,Not a measured runtime invocation,False
figmosha2,547cefb4c90abaa1da68db5455b921cbf3f8a5b9,figmoshaCliParsers,import-component,create_instance(componentKey),packages/mcp/src/tools/create-instance.ts,True,alias,See 20-helper/12-parser semantic audit; a related primitive is not an installed alias,Not a measured runtime invocation,False
figmosha2,547cefb4c90abaa1da68db5455b921cbf3f8a5b9,figmoshaCliParsers,icomp,create_instance(componentKey),packages/mcp/src/tools/create-instance.ts,True,alias,See 20-helper/12-parser semantic audit; a related primitive is not an installed alias,Not a measured runtime invocation,False
figma-mcp-rust,6094566436577b29d04393c774d51492c12671e1,rust-prompt,read_design_strategy,Planned typed recipe/driver adaptation,,False,not-retained-under-original-name,Overlapping primitives/guidance; recipe migration pending,No complete translated workflow receipt,False
figma-mcp-rust,6094566436577b29d04393c774d51492c12671e1,rust-prompt,design_strategy,Planned typed recipe/driver adaptation,,False,not-retained-under-original-name,Overlapping primitives/guidance; recipe migration pending,No complete translated workflow receipt,False
figma-mcp-rust,6094566436577b29d04393c774d51492c12671e1,rust-prompt,text_replacement_strategy,Planned typed recipe/driver adaptation,,False,not-retained-under-original-name,Overlapping primitives/guidance; recipe migration pending,No complete translated workflow receipt,False
figma-mcp-rust,6094566436577b29d04393c774d51492c12671e1,rust-prompt,annotation_conversion_strategy,Planned typed recipe/driver adaptation,,False,not-retained-under-original-name,Overlapping primitives/guidance; recipe migration pending,No complete translated workflow receipt,False
figma-mcp-rust,6094566436577b29d04393c774d51492c12671e1,rust-prompt,swap_overrides_instances,Planned typed recipe/driver adaptation,,False,not-retained-under-original-name,Overlapping primitives/guidance; recipe migration pending,No complete translated workflow receipt,False
figma-mcp-rust,6094566436577b29d04393c774d51492c12671e1,rust-prompt,reaction_to_connector_strategy,Planned typed recipe/driver adaptation,,False,not-retained-under-original-name,Overlapping primitives/guidance; recipe migration pending,No complete translated workflow receipt,False
figma-mcp-rust,6094566436577b29d04393c774d51492c12671e1,rust-prompt,style_audit_strategy,Planned typed recipe/driver adaptation,,False,not-retained-under-original-name,Overlapping primitives/guidance; recipe migration pending,No complete translated workflow receipt,False
figma-mcp-rust,6094566436577b29d04393c774d51492c12671e1,rust-prompt,bulk_rename_strategy,Planned typed recipe/driver adaptation,,False,not-retained-under-original-name,Overlapping primitives/guidance; recipe migration pending,No complete translated workflow receipt,False
figma-mcp-rust,6094566436577b29d04393c774d51492c12671e1,rust-prompt,design_token_generation_strategy,Planned typed recipe/driver adaptation,,False,not-retained-under-original-name,Overlapping primitives/guidance; recipe migration pending,No complete translated workflow receipt,False
figma-mcp-rust,6094566436577b29d04393c774d51492c12671e1,rust-prompt,generate_color_palette,Planned typed recipe/driver adaptation,,False,not-retained-under-original-name,Overlapping primitives/guidance; recipe migration pending,No complete translated workflow receipt,False
figma-mcp-rust,6094566436577b29d04393c774d51492c12671e1,rust-prompt,generate_type_scale,Planned typed recipe/driver adaptation,,False,not-retained-under-original-name,Overlapping primitives/guidance; recipe migration pending,No complete translated workflow receipt,False
figma-mcp-rust,6094566436577b29d04393c774d51492c12671e1,rust-prompt,generate_component_variants,Planned typed recipe/driver adaptation,,False,not-retained-under-original-name,Overlapping primitives/guidance; recipe migration pending,No complete translated workflow receipt,False
figma-mcp-rust,6094566436577b29d04393c774d51492c12671e1,rust-skill,skills/annotation-conversion/SKILL.md,Planned typed recipe/driver adaptation,,False,not-retained-under-original-name,Overlapping primitives/guidance; recipe migration pending,No complete translated workflow receipt,False
figma-mcp-rust,6094566436577b29d04393c774d51492c12671e1,rust-skill,skills/bridge-troubleshooting/SKILL.md,Planned typed recipe/driver adaptation,,False,not-retained-under-original-name,Overlapping primitives/guidance; recipe migration pending,No complete translated workflow receipt,False
figma-mcp-rust,6094566436577b29d04393c774d51492c12671e1,rust-skill,skills/bulk-rename/SKILL.md,Planned typed recipe/driver adaptation,,False,not-retained-under-original-name,Overlapping primitives/guidance; recipe migration pending,No complete translated workflow receipt,False
figma-mcp-rust,6094566436577b29d04393c774d51492c12671e1,rust-skill,skills/design-strategy/SKILL.md,Planned typed recipe/driver adaptation,,False,not-retained-under-original-name,Overlapping primitives/guidance; recipe migration pending,No complete translated workflow receipt,False
figma-mcp-rust,6094566436577b29d04393c774d51492c12671e1,rust-skill,skills/design-token-generation/SKILL.md,Planned typed recipe/driver adaptation,,False,not-retained-under-original-name,Overlapping primitives/guidance; recipe migration pending,No complete translated workflow receipt,False
figma-mcp-rust,6094566436577b29d04393c774d51492c12671e1,rust-skill,skills/generate-color-palette/SKILL.md,Planned typed recipe/driver adaptation,,False,not-retained-under-original-name,Overlapping primitives/guidance; recipe migration pending,No complete translated workflow receipt,False
figma-mcp-rust,6094566436577b29d04393c774d51492c12671e1,rust-skill,skills/generate-component-variants/SKILL.md,Planned typed recipe/driver adaptation,,False,not-retained-under-original-name,Overlapping primitives/guidance; recipe migration pending,No complete translated workflow receipt,False
figma-mcp-rust,6094566436577b29d04393c774d51492c12671e1,rust-skill,skills/generate-type-scale/SKILL.md,Planned typed recipe/driver adaptation,,False,not-retained-under-original-name,Overlapping primitives/guidance; recipe migration pending,No complete translated workflow receipt,False
figma-mcp-rust,6094566436577b29d04393c774d51492c12671e1,rust-skill,skills/prototype-flow-mapping/SKILL.md,Planned typed recipe/driver adaptation,,False,not-retained-under-original-name,Overlapping primitives/guidance; recipe migration pending,No complete translated workflow receipt,False
figma-mcp-rust,6094566436577b29d04393c774d51492c12671e1,rust-skill,skills/read-design-strategy/SKILL.md,Planned typed recipe/driver adaptation,,False,not-retained-under-original-name,Overlapping primitives/guidance; recipe migration pending,No complete translated workflow receipt,False
